User_ID,Daily_Steps,Exercise_Duration_min,Calories_Burned,Heart_Rate_bpm,Water_Intake_L
2740,8449,53,471,75,3.2
2741,6685,26,259,76,4.0
2742,11637,50,445,75,3.4
2743,12400,81,692,76,3.6
2744,10512,62,538,70,3.0
2745,9957,54,478,79,3.7
2746,10166,70,604,67,3.7
2747,13427,100,844,59,4.1
2748,11399,58,508,68,3.2
2749,7675,56,488,71,1.8
2750,9391,64,557,74,4.1
2751,15808,68,586,70,2.6
2752,11076,63,545,63,2.6
2753,9076,56,494,69,4.2
2754,10477,68,588,67,2.6
2755,11048,63,550,74,3.6
2756,8336,44,397,79,2.4
2757,15444,73,630,71,4.1
2758,11192,56,494,70,3.6
2759,11382,59,518,68,3.4
2760,9244,55,483,77,2.6
2761,12195,85,722,69,3.0
2762,9469,76,653,73,3.8
2763,11481,82,699,69,3.1
2764,8205,39,356,67,2.8
2765,8939,79,674,68,3.1
2766,7400,51,452,76,3.0
2767,9910,43,388,72,3.0
2768,11336,60,522,70,2.4
2769,9653,66,574,68,3.6
2770,9935,58,510,82,3.5
2771,6260,31,299,77,4.0
2772,9008,53,468,77,3.1
2773,9760,58,509,71,3.2
2774,7994,48,433,79,4.5
2775,9115,49,434,73,3.0
2776,7618,39,356,79,3.3
2777,11091,60,522,80,2.9
2778,9443,58,513,77,3.9
2779,8322,61,532,71,3.0
2780,8245,71,616,79,4.5
2781,12422,77,663,72,4.3
2782,9956,61,532,69,2.9
2783,10970,63,547,71,3.4
2784,7640,47,422,75,3.7
2785,11391,60,523,81,3.4
2786,12032,72,618,67,2.9
2787,9736,33,306,72,2.1
2788,13188,82,701,71,4.0
2789,8587,47,418,68,2.5
2790,9169,43,390,77,3.5
2791,8630,47,423,79,4.2
2792,11041,53,469,76,3.2
2793,10314,88,747,75,3.5
2794,12841,65,561,65,2.5
2795,10162,61,532,77,3.1
2796,10240,49,438,72,3.4
2797,8625,62,540,65,3.0
2798,13310,58,509,74,3.2
2799,11313,75,644,63,4.1
2800,8362,54,480,77,4.1
2801,16628,92,781,74,4.1
2802,10246,65,564,68,3.1
2803,11432,61,530,66,2.4
2804,9311,63,548,75,3.1
2805,10865,58,510,69,3.4
2806,6550,34,317,70,3.0
2807,10339,48,426,70,2.4
2808,9929,70,601,74,3.2
2809,7382,59,517,79,3.2
2810,9796,82,699,69,3.6
2811,7603,43,388,77,2.2
2812,8707,46,411,78,2.7
2813,9109,47,423,85,4.6
2814,10426,41,371,73,2.3
2815,10282,63,549,77,3.7
2816,9810,59,517,74,3.6
2817,9289,49,433,69,2.2
2818,11648,80,686,74,3.6
2819,9351,44,395,66,2.6
2820,10926,49,437,78,3.0
2821,13193,82,699,78,3.1
2822,10650,72,625,78,3.9
2823,8965,46,409,70,2.3
2824,8013,11,137,77,3.3
2825,7395,43,390,81,3.2
2826,7846,39,356,68,2.4
2827,7847,73,629,77,3.5
2828,6466,58,513,83,4.6
2829,6874,40,364,75,2.9
2830,11699,66,572,76,3.4
2831,9049,62,539,59,2.9
2832,11819,68,589,77,4.1
2833,9654,55,488,76,4.0
2834,7717,59,516,74,3.3
2835,11285,79,679,72,4.5
2836,12944,88,748,74,3.6
2837,11170,71,611,78,2.6
2838,9556,64,555,73,3.3
2839,9213,62,538,65,2.8
2840,9075,52,461,74,2.9
2841,11511,69,595,73,3.3
2842,10446,52,462,78,3.6
2843,10658,43,387,72,2.9
2844,9062,56,490,73,2.4
2845,8766,70,607,68,4.4
2846,7775,43,390,73,3.2
2847,12399,75,645,69,3.4
2848,9235,43,393,74,4.4
2849,8023,59,517,75,3.7
2850,11461,61,531,75,3.0
2851,10892,78,667,70,3.5
2852,9268,46,418,79,4.2
2853,10266,79,680,76,4.3
2854,5450,49,437,72,3.6
2855,9906,49,440,77,3.3
2856,7661,39,357,73,2.4
2857,7204,38,352,78,3.7
2858,10109,74,636,70,3.3
2859,7985,31,293,87,3.3
2860,10535,65,565,80,3.5
2861,8409,31,291,70,2.6
2862,11521,47,419,70,3.1
2863,7967,29,281,74,4.1
2864,7757,40,365,73,2.8
2865,8866,40,364,76,2.9
2866,10712,50,443,74,2.3
2867,10745,51,452,72,3.4
2868,10647,59,513,68,2.4
2869,8785,42,382,78,3.5
2870,11258,53,468,71,3.1
2871,9802,84,718,73,4.0
2872,8957,47,421,70,3.3
2873,10068,33,308,76,2.8
2874,7733,58,510,72,3.4
2875,10593,55,485,76,3.1
2876,10244,48,429,71,3.0
2877,8835,41,373,80,3.2
2878,9078,60,527,79,4.2
2879,10706,64,556,74,3.2
2880,13607,67,578,75,2.7
2881,9840,60,526,76,3.3
2882,9469,58,509,69,3.4
2883,11165,67,580,66,3.1
2884,7107,33,310,77,3.2
2885,9006,62,538,73,3.3
2886,7461,35,323,73,2.6
2887,7268,46,411,68,3.0
2888,9287,50,444,74,2.8
2889,11668,66,576,77,4.3
2890,9520,70,607,81,4.2
2891,11384,65,568,75,4.0
2892,9229,65,565,70,3.9
2893,13433,75,643,73,3.0
2894,7175,67,577,70,3.0
2895,13063,77,661,69,3.9
2896,10188,41,374,76,3.6
2897,8724,40,365,77,3.1
2898,9978,49,439,75,3.6
2899,8527,47,420,73,3.3
2900,11580,57,497,66,2.4
2901,7500,29,277,77,2.4
2902,9855,56,496,73,4.1
2903,12592,44,396,71,3.0
2904,9296,75,647,68,3.8
2905,10815,60,520,72,2.7
2906,9534,75,642,67,2.5
2907,12588,58,507,70,2.8
2908,12112,66,574,72,3.8
2909,8976,64,558,78,3.5
2910,8605,74,636,75,3.8
2911,10269,66,570,71,3.3
2912,8993,38,349,79,3.1
2913,13654,74,640,76,4.4
2914,9724,42,376,72,2.2
2915,8295,61,531,74,3.2
2916,9336,60,523,75,3.4
2917,9105,66,571,74,3.0
2918,11036,69,598,76,4.0
2919,6901,47,419,69,2.8
2920,11022,47,422,73,4.0
2921,9478,51,453,77,3.1
2922,9909,66,574,76,3.5
2923,11240,53,465,77,2.5
2924,7936,34,314,78,2.8
2925,11308,73,628,76,3.8
2926,13447,74,635,63,2.8
2927,7951,61,536,81,4.4
2928,12583,66,575,73,3.9
2929,9278,56,494,70,3.4
2930,7268,42,379,72,3.2
2931,12281,71,611,65,3.4
2932,10910,85,725,76,4.0
2933,8845,67,581,74,3.6
2934,8875,65,565,65,3.5
2935,6840,31,294,76,3.2
2936,15145,77,661,67,3.9
2937,12566,70,599,73,2.0
2938,10667,55,485,70,3.5
2939,10752,70,602,61,3.3
2940,8664,59,516,74,3.6
2941,8688,35,329,80,3.7
2942,6183,38,350,81,3.3
2943,11002,45,401,70,2.5
2944,9454,44,396,74,2.8
2945,13148,79,677,74,3.5
2946,8521,62,538,74,3.2
2947,10604,35,327,76,3.5
2948,9223,56,492,72,2.8
2949,9786,69,598,63,4.1
2950,8586,31,291,74,3.0
2951,8819,51,454,80,3.5
2952,7440,22,223,80,3.5
2953,9609,56,490,78,2.3
2954,10613,76,652,73,3.4
2955,10858,65,563,73,3.0
2956,10546,54,477,70,3.7
2957,9535,68,586,70,3.2
2958,8410,40,368,71,3.8
2959,12015,85,724,73,3.6
2960,12826,72,619,75,3.6
2961,11928,61,533,78,3.9
2962,8691,56,491,68,2.6
2963,8029,54,477,74,3.2
2964,11668,80,683,65,3.6
2965,10329,66,572,69,3.5
2966,10286,69,596,66,3.6
2967,9724,55,484,79,3.1
2968,9576,50,443,71,2.9
2969,10254,58,507,66,3.0
2970,11213,73,627,67,3.4
2971,12477,75,643,75,3.1
2972,11243,55,488,76,3.8
2973,9237,41,372,69,3.1
2974,17238,98,825,73,3.2
2975,10243,80,685,73,3.8
2976,12556,68,592,69,4.4
2977,11230,75,642,71,3.1
2978,11961,52,461,77,3.7
2979,10284,70,607,71,4.1
2980,7892,46,413,77,3.3
2981,12807,78,669,74,3.5
2982,11290,90,762,65,3.5
2983,11464,73,631,73,4.1
2984,11484,54,478,66,4.1
2985,8381,37,342,74,3.2
2986,11483,43,385,65,2.4
2987,12836,71,616,67,4.3
2988,15891,74,636,62,3.5
2989,13169,51,451,72,3.4
2990,9993,72,618,72,2.4
2991,9065,55,482,66,2.9
2992,10836,65,564,78,3.3
2993,9920,45,407,80,3.7
2994,9031,64,557,70,3.4
2995,9545,51,456,67,4.0
2996,9369,44,396,78,2.9
2997,7492,51,451,78,2.7
2998,9188,48,428,74,2.8
2999,14160,94,800,72,5.0
3000,9510,58,508,73,3.2
3001,10754,36,334,79,3.3
3002,10246,65,566,75,4.2
3003,12300,100,843,66,3.9
3004,12108,56,491,69,3.0
3005,13347,54,477,72,3.3
3006,12044,89,757,71,3.7
3007,9946,48,431,78,4.3
3008,9699,58,512,78,3.8
3009,7925,32,297,75,1.9
3010,12120,58,511,77,3.8
3011,14277,73,624,66,2.2
3012,9610,59,522,70,4.7
3013,8684,40,364,77,3.2
3014,16055,87,740,78,3.4
3015,9310,42,383,73,3.5
3016,10287,63,549,78,3.8
3017,7782,44,395,68,2.9
3018,10373,58,508,71,2.3
3019,10497,53,471,71,3.4
3020,7560,56,495,81,4.1
3021,10770,71,610,68,3.5
3022,11780,61,532,75,3.2
3023,8977,48,432,76,3.9
3024,8925,75,645,78,3.7
3025,11464,70,606,70,4.1
3026,10737,69,596,75,3.0
3027,10132,75,644,68,3.4
3028,15091,77,661,71,3.6
3029,7619,64,554,78,2.7
3030,9805,33,308,75,2.5
3031,10065,79,676,76,3.6
3032,11848,58,507,74,2.7
3033,12977,77,657,70,2.8
3034,7344,54,480,78,4.3
3035,8294,44,395,70,2.9
3036,8666,63,546,72,2.5
3037,12761,81,695,69,4.7
3038,9098,53,468,68,2.9
3039,9369,43,392,81,4.0
3040,8595,68,587,67,3.0
3041,8370,54,477,77,3.3
3042,8488,65,563,56,3.4
3043,10126,30,282,70,2.1
3044,8164,57,502,72,3.6
3045,12659,63,549,71,3.2
3046,13487,72,621,74,3.8
3047,10791,71,614,73,3.3
3048,9314,32,304,78,3.4
3049,9625,47,421,76,3.8
3050,7892,52,461,74,2.7
3051,8139,29,274,78,2.2
3052,11442,68,587,77,2.9
3053,9481,41,374,77,3.5
3054,7252,67,581,77,3.2
3055,11516,71,615,73,4.1
3056,8240,58,506,76,2.7
3057,8824,40,363,75,2.4
3058,9390,55,485,73,3.2
3059,10665,56,489,63,2.5
3060,9755,62,542,75,3.9
3061,12073,76,649,70,2.5
3062,13865,74,637,68,3.5
3063,10658,62,545,74,4.6
3064,12088,64,556,68,3.1
3065,9852,78,669,76,3.6
3066,12977,58,506,69,2.5
3067,6736,26,257,82,4.0
3068,11216,67,582,73,3.7
3069,11045,55,483,68,3.3
3070,12493,57,498,77,2.9
3071,7448,50,446,74,3.2
3072,9676,43,392,82,4.1
3073,8615,53,466,68,2.8
3074,9028,50,443,71,2.5
3075,13982,74,636,77,3.6
3076,10668,50,443,72,2.6
3077,12211,57,501,77,3.3
3078,9693,52,461,84,3.7
3079,9242,73,625,69,2.5
3080,8516,32,299,79,2.4
3081,7154,50,443,73,2.8
3082,6240,26,256,79,4.0
3083,9412,57,500,70,2.9
3084,17123,90,770,74,5.0
3085,9340,57,500,68,3.6
3086,9868,78,673,78,4.8
3087,5436,48,430,85,3.0
3088,9815,56,492,74,3.5
3089,8688,69,594,69,3.0
3090,6687,31,294,83,3.8
3091,7479,32,300,73,2.8
3092,15164,102,860,67,4.2
3093,10143,60,527,77,4.6
3094,13121,81,691,71,2.9
3095,8905,40,367,81,3.4
3096,9746,49,438,67,3.4
3097,8292,68,588,73,3.8
3098,11841,42,379,80,2.5
3099,7834,51,456,65,4.3
3100,11387,79,677,79,3.8
3101,9693,35,326,76,3.1
3102,9860,57,501,79,3.2
3103,11306,36,334,83,3.6
3104,10942,60,522,68,2.9
3105,13470,77,660,78,3.2
3106,9163,56,489,66,3.0
3107,8734,64,557,75,3.5
3108,8930,55,481,62,2.7
3109,7506,49,439,78,4.6
3110,10135,63,546,73,3.0
3111,9093,49,436,81,3.3
3112,10061,58,508,75,3.2
3113,10669,45,407,73,3.7
3114,11266,106,893,74,4.1
3115,7494,51,455,74,3.8
3116,9431,46,415,82,3.9
3117,9748,75,646,75,3.5
3118,11950,91,773,69,4.2
3119,7332,39,360,82,4.0
3120,7986,41,371,75,2.7
3121,10948,84,714,76,3.3
3122,8087,36,330,67,2.3
3123,8583,57,503,74,3.4
3124,13132,68,588,77,2.9
3125,10439,71,612,72,3.2
3126,11193,71,618,79,5.0
3127,11317,66,569,72,2.4
3128,10444,64,558,69,3.6
3129,15127,69,599,73,4.7
3130,10589,61,535,74,3.9
3131,8402,50,443,70,2.0
3132,9794,49,433,74,2.3
3133,10910,54,474,68,2.5
3134,14893,70,605,75,3.7
3135,8100,60,524,79,3.3
3136,8679,52,458,74,3.3
3137,8957,40,367,74,3.6
3138,7248,55,482,66,2.6
3139,10058,71,610,63,2.8
3140,11714,62,537,66,2.5
3141,9007,45,403,73,3.0
3142,8455,67,581,64,3.8
3143,8819,74,638,71,3.6
3144,11356,78,670,67,3.9
3145,10986,61,529,70,2.2
3146,13837,66,570,69,2.6
3147,9993,33,312,81,3.9
3148,8523,65,566,75,3.8
3149,7222,27,264,74,3.5
3150,6405,31,290,70,2.9
3151,11415,58,507,67,3.2
3152,10004,64,559,78,4.3
3153,9510,22,223,82,3.3
3154,9437,56,494,72,3.7
3155,9836,77,660,73,3.7
3156,10227,51,451,73,2.9
3157,11257,72,621,79,3.8
3158,8277,44,397,73,3.6
3159,9275,58,511,65,3.5
3160,8743,50,442,75,2.6
3161,11798,54,477,67,3.1
3162,6641,48,426,76,2.3
3163,10069,61,531,69,3.3
3164,8599,52,460,75,3.3
3165,8831,70,601,68,3.1
3166,8651,50,443,73,2.8
3167,8608,56,490,74,2.7
3168,8869,44,396,76,3.2
3169,8746,60,525,73,3.7
3170,8844,38,349,73,2.9
3171,7402,47,420,70,3.3
3172,11192,57,502,75,3.4
3173,11991,72,619,73,3.1
3174,7227,35,329,90,4.2
3175,12590,75,643,71,3.2
3176,12399,69,600,74,4.3
3177,8242,66,572,68,2.8
3178,13272,51,451,71,2.8
3179,8891,41,370,74,2.6
3180,9038,46,411,68,3.0
3181,8740,55,487,78,3.7
3182,14233,82,695,67,2.4
3183,8986,60,529,78,3.9
3184,9703,59,514,68,2.6
3185,10844,61,533,75,3.3
3186,9039,47,421,73,3.4
3187,7039,53,470,79,3.8
3188,12448,59,514,72,3.0
3189,10830,66,572,68,2.9
3190,9632,58,507,72,3.0
3191,12680,51,449,64,2.4
3192,10948,67,579,72,3.1
3193,12331,100,843,74,3.6
3194,9267,78,666,71,2.7
3195,9620,69,600,76,5.0
3196,8445,58,508,75,3.4
3197,8724,38,347,70,2.4
3198,8303,55,485,69,3.2
3199,9590,81,690,72,2.8
3200,10447,53,467,72,2.9
3201,7755,29,276,82,2.7
3202,8433,61,531,77,3.2
3203,10814,52,462,72,3.5
3204,8235,37,340,72,3.5
3205,9612,60,525,67,3.2
3206,7381,56,493,70,3.3
3207,11205,65,566,71,3.7
3208,10334,70,603,73,3.0
3209,7742,63,551,73,4.1
3210,11570,70,606,81,3.4
3211,12899,78,666,72,3.1
3212,11002,59,517,75,3.3
3213,8454,73,627,71,3.7
3214,10082,64,559,66,3.8
3215,9995,63,548,65,3.8
3216,7950,45,405,73,3.3
3217,9166,45,404,78,3.1
3218,8433,41,370,69,2.0
3219,6891,39,358,78,3.4
3220,10435,60,529,77,4.3
3221,8758,56,494,80,3.9
3222,10653,39,358,75,3.3
3223,8213,65,563,70,3.5
3224,8716,50,447,74,3.7
3225,11009,81,697,71,4.0
3226,9402,61,528,71,2.2
3227,13359,77,660,67,3.6
3228,9826,71,612,77,3.5
3229,10943,80,688,73,4.3
3230,8522,51,448,69,2.9
3231,7699,65,569,69,4.5
3232,8684,53,472,68,3.9
3233,10323,58,510,79,3.4
3234,12055,65,566,88,4.2
3235,13559,58,510,77,3.5
3236,9430,24,233,71,2.1
3237,9712,49,437,71,3.6
3238,10679,65,565,70,3.4
3239,10496,67,582,67,3.6
3240,10718,39,353,73,2.6
3241,6261,47,421,75,2.9
3242,9014,40,363,70,2.9
3243,9304,66,572,71,3.6
3244,10605,67,578,71,2.7
3245,12932,57,502,67,4.1
3246,9751,50,445,80,3.4
3247,13723,58,513,83,4.2
3248,9018,62,537,70,2.3
3249,9414,55,486,83,3.9
3250,7018,40,368,79,3.8
3251,11611,59,514,79,2.9
3252,12697,88,747,68,3.6
3253,8802,53,466,76,2.3
3254,8436,59,515,73,2.8
3255,12125,68,588,70,3.6
3256,13054,68,590,78,3.5
3257,10920,89,758,77,4.0
3258,10134,43,385,72,2.2
3259,12741,59,517,71,3.4
3260,10765,63,550,80,3.7
3261,10147,40,362,69,2.6
3262,8050,29,276,73,3.0
3263,14733,77,658,67,3.2
3264,9061,42,382,75,3.3
3265,11128,75,641,64,2.8
3266,10185,66,570,65,3.2
3267,8740,58,512,78,4.3
3268,13049,74,639,74,4.4
3269,10539,37,339,67,2.8
3270,8990,49,436,74,2.9
3271,9892,70,605,76,3.2
3272,9737,49,439,77,3.6
3273,11618,89,757,78,4.0
3274,10002,67,580,70,3.3
3275,10990,73,626,68,2.9
3276,12313,71,612,75,3.4
3277,10836,73,625,72,2.9
3278,8827,47,421,73,3.4
3279,9006,70,604,71,3.1
3280,8733,36,332,75,3.0
3281,10392,44,398,78,3.8
3282,6352,38,350,77,3.7
3283,10519,46,412,67,3.2
3284,8818,37,340,76,3.0
3285,10216,62,540,63,3.2
3286,12985,64,559,72,4.1
3287,8690,57,502,71,4.0
3288,7393,70,604,71,3.0
3289,7507,37,340,79,2.5
3290,7435,61,532,69,3.2
3291,7281,43,386,78,2.1
3292,10360,62,540,67,3.1
3293,11541,81,693,77,3.7
3294,10166,84,715,78,3.5
3295,11219,68,586,67,2.8
3296,12297,78,666,68,3.1
3297,10586,67,580,70,3.1
3298,9072,72,620,72,3.6
3299,10190,64,558,75,3.8
3300,11240,70,608,74,3.9
3301,7981,39,355,75,2.6
3302,9200,56,493,72,3.6
3303,10304,53,468,75,3.3
3304,9524,44,397,80,3.5
3305,10524,58,512,80,4.5
3306,9755,46,413,82,3.2
3307,9957,36,333,72,3.3
3308,7093,36,334,81,2.9
3309,10220,65,568,78,3.7
3310,9758,50,441,68,2.2
3311,10024,51,453,73,2.8
3312,10913,58,506,66,2.8
3313,12415,55,484,70,3.1
3314,14301,65,569,74,4.0
3315,8863,49,439,77,4.1
3316,10880,65,565,69,3.5
3317,6431,18,191,74,2.8
3318,12512,61,529,67,3.0
3319,11219,46,413,70,3.0
3320,7754,46,414,73,3.5
3321,8098,66,569,76,2.7
3322,9722,48,431,73,3.5
3323,11720,59,515,76,3.3
3324,11906,74,633,70,3.6
3325,11608,78,672,76,4.1
3326,9472,52,459,71,3.1
3327,7248,59,517,67,3.5
3328,13169,52,461,82,3.4
3329,10030,78,668,67,4.2
3330,10435,67,580,73,3.4
3331,10996,47,418,75,2.7
3332,7129,27,262,69,3.5
3333,12026,59,516,68,3.9
3334,9185,57,501,76,3.3
3335,9612,74,634,73,2.8
3336,8002,45,404,75,3.0
3337,7525,48,428,77,2.8
3338,8172,64,559,76,4.3
3339,8079,43,387,71,2.7
3340,9794,63,549,75,3.1
3341,12972,78,669,66,3.7
3342,11670,57,502,73,3.3
3343,8242,66,571,74,2.9
3344,10643,53,470,77,2.9
3345,7525,50,440,72,2.4
3346,13121,73,628,79,3.3
3347,9372,40,367,77,3.4
3348,9456,38,346,73,2.4
3349,8739,82,703,77,4.6
3350,12561,74,635,73,3.3
3351,10316,79,675,70,3.8
3352,11592,75,648,76,3.9
3353,11014,65,564,73,3.0
3354,8811,57,503,72,3.8
3355,8285,68,589,69,4.0
3356,8066,49,436,72,3.3
3357,10872,57,503,83,4.1
3358,9147,64,556,80,3.0
3359,10341,43,388,73,2.9
3360,11452,70,602,68,2.7
3361,9369,68,588,73,3.4
3362,11165,48,428,72,3.2
3363,14798,94,800,79,4.6
3364,10714,41,374,75,3.0
3365,9690,42,380,75,2.8
3366,5790,42,381,71,3.3
3367,7540,75,645,80,4.0
3368,8557,34,316,74,3.0
3369,13472,74,639,75,4.0
3370,11386,54,475,76,2.6
3371,8084,55,483,71,2.7
3372,13980,83,707,69,3.7
3373,6775,30,284,76,2.6
3374,9023,58,507,73,2.6
3375,9121,64,555,74,2.9
3376,6909,66,570,60,2.8
3377,8017,45,406,76,3.3
3378,12332,93,793,75,4.8
3379,10219,51,455,78,3.9
3380,15931,93,791,75,3.9
3381,11018,50,444,78,2.9
3382,8895,59,517,78,3.5
3383,10070,28,267,81,2.6
3384,11438,67,580,82,3.1
3385,11856,89,755,68,3.1
3386,10943,57,501,77,3.7
3387,11608,78,672,71,5.0
3388,11658,57,500,78,3.2
3389,6820,64,554,70,2.9
3390,8270,38,346,79,2.4
3391,10243,59,520,75,4.0
3392,7916,42,378,70,2.7
3393,9334,66,573,71,3.4
3394,11119,56,491,76,2.7
3395,9556,52,459,72,2.9
3396,7878,16,177,79,3.4
3397,8429,53,469,69,3.6
3398,11110,65,567,74,4.3
3399,10278,54,478,77,4.0
3400,10942,36,334,85,3.0
3401,8748,45,405,68,3.2
3402,8743,57,501,75,4.0
3403,10325,39,354,70,2.1
3404,8994,21,209,73,1.8
3405,13131,83,710,74,4.1
3406,12075,67,581,78,3.4
3407,8900,71,612,70,3.3
3408,9089,50,441,75,2.3
3409,8606,45,400,76,1.6
3410,11118,38,349,71,2.8
3411,12659,97,823,66,4.3
3412,11077,63,549,67,2.4
3413,9528,48,428,69,2.7
3414,6957,34,315,75,2.7
3415,13086,99,843,76,5.0
3416,5842,41,374,71,3.1
3417,7889,61,532,77,3.2
3418,9800,62,541,80,3.4
3419,10782,77,662,71,4.0
3420,11017,62,537,65,2.7
3421,7767,48,429,79,3.3
3422,8657,49,436,73,2.8
3423,11588,80,682,65,2.9
3424,11716,72,620,79,2.9
3425,12719,91,772,67,4.3
3426,7679,45,406,78,3.0
3427,9118,42,378,71,2.6
3428,15533,91,770,73,3.1
3429,9909,61,535,72,4.0
3430,10607,53,469,78,3.3
3431,8572,37,338,70,2.0
3432,7413,50,441,77,2.6
3433,12380,42,377,74,2.6
3434,8702,48,429,69,3.2
3435,7873,60,524,71,3.4
3436,7952,48,428,72,3.5
3437,7111,30,283,68,2.7
3438,6467,40,366,79,3.4
3439,11624,61,532,77,2.7
3440,12842,103,867,63,4.0
3441,9104,80,687,74,4.1
3442,11642,71,613,67,3.9
3443,8957,59,515,71,3.0
3444,10647,49,440,73,3.7
3445,8777,39,357,75,3.2
3446,7438,45,411,75,4.9
3447,7074,47,421,79,4.2
3448,8838,57,498,75,2.5
3449,10055,47,419,74,2.4
3450,7674,54,481,73,4.3
3451,11202,46,412,75,3.2
3452,9874,52,462,75,3.8
3453,14676,84,714,70,3.5
3454,11074,36,333,77,3.3
3455,13919,65,563,72,2.9
3456,9655,55,485,80,3.5
3457,10773,60,521,74,2.2
3458,13785,61,534,78,3.2
3459,9015,39,357,72,3.5
3460,16396,90,764,78,4.0
3461,13006,53,467,72,2.1
3462,7510,39,356,79,3.2
3463,12720,74,635,75,3.2
3464,10864,58,507,73,3.2
3465,11005,60,521,72,2.1
3466,11527,74,635,80,3.0
3467,10032,46,411,81,2.7
3468,14216,68,587,72,3.1
3469,10369,60,526,76,3.6
3470,8897,44,396,71,2.3
3471,7899,45,402,70,2.4
3472,15199,71,611,68,3.0
3473,10550,54,481,77,4.0
3474,6670,51,459,82,4.6
3475,12281,60,524,80,3.9
3476,8427,59,517,67,3.3
3477,7452,56,491,68,2.5
3478,9309,41,374,79,3.5
3479,9533,65,564,67,3.6
3480,6525,23,228,81,2.9
3481,9445,27,257,76,1.9
3482,13704,88,748,72,3.9
3483,6772,44,397,69,3.3
3484,10369,56,494,70,3.8
3485,12256,71,610,74,3.1
3486,8542,37,338,66,2.7
3487,12133,65,565,75,3.5
3488,11529,75,641,67,2.9
3489,8173,72,621,67,3.4
3490,11053,63,551,74,3.8
3491,10562,74,638,84,4.3
3492,12441,60,526,75,3.5
3493,12340,81,688,71,2.6
3494,8406,49,435,71,2.7
3495,8123,49,442,82,4.5
3496,10346,57,498,77,2.3
3497,11394,50,447,76,3.4
3498,6951,32,298,71,2.3
3499,11123,66,571,74,3.2
3500,7619,35,324,80,2.5
3501,8849,59,516,75,3.3
3502,11025,46,414,73,3.2
3503,14609,65,561,74,2.6
3504,11878,70,602,69,3.2
3505,10728,69,596,77,3.3
3506,11044,81,692,71,3.8
3507,10519,55,488,67,3.7
3508,9441,66,577,78,4.0
3509,11298,59,518,74,4.0
3510,9841,78,669,72,4.2
3511,11961,55,486,74,4.0
3512,8275,48,426,67,2.4
3513,8610,40,363,71,2.6
3514,9280,63,548,71,2.8
3515,12723,78,668,76,3.3
3516,8330,69,595,73,3.1
3517,6952,61,528,64,2.5
3518,11928,64,556,72,3.4
3519,8184,37,341,76,3.4
3520,9406,76,653,75,4.0
3521,8393,59,516,63,3.1
3522,9948,60,526,69,3.9
3523,10876,54,475,70,3.0
3524,8305,40,363,64,3.0
3525,10207,61,531,78,3.5
3526,8833,59,513,72,2.7
3527,13679,87,741,73,4.0
3528,11470,81,694,69,4.2
3529,12720,72,625,76,4.6
3530,10493,56,491,74,3.3
3531,9679,80,685,70,3.2
3532,12947,71,613,78,3.8
3533,10613,41,372,75,3.1
3534,6861,35,325,78,3.1
3535,8176,34,319,77,3.4
3536,5674,38,350,72,3.7
3537,11285,90,763,70,3.1
3538,6968,54,480,78,4.2
3539,9974,68,590,74,3.7
3540,11191,68,589,78,3.1
3541,9321,76,654,73,4.0
3542,8791,64,560,78,3.9
3543,11837,76,654,66,3.7
3544,8433,48,430,72,3.3
3545,16077,63,549,68,3.7
3546,7443,22,221,74,3.1
3547,7317,35,322,78,2.5
3548,10235,86,730,65,3.4
3549,11091,51,451,77,3.0
3550,7818,60,525,72,3.2
3551,11591,69,595,66,3.7
3552,8836,63,549,73,3.4
3553,9080,58,510,76,3.1
3554,8792,37,342,78,2.9
3555,7646,63,545,64,2.0
3556,9383,71,611,69,2.8
3557,8887,62,537,65,2.5
3558,13718,85,723,67,3.2
3559,9775,62,537,67,2.4
3560,10377,56,494,70,3.5
3561,7834,56,495,78,4.0
3562,9047,56,493,81,3.7
3563,10261,51,451,74,2.9
3564,13687,81,691,67,2.5
3565,11942,76,653,72,3.8
3566,6229,42,382,79,3.2
3567,7922,52,464,78,3.8
3568,9475,49,440,84,4.3
3569,9791,55,485,67,3.6
3570,9655,49,433,67,2.0
3571,11830,54,478,79,4.0
3572,11388,51,450,73,2.4
3573,8132,52,462,70,3.4
3574,11192,73,625,66,2.6
3575,11621,67,580,73,2.8
3576,8835,64,556,74,3.1
3577,12112,67,580,75,2.9
3578,9179,61,538,86,4.6
3579,13336,80,683,78,3.5
3580,14428,77,661,69,4.3
3581,12585,45,405,78,3.6
3582,8248,54,475,70,2.7
3583,9620,45,407,82,4.2
3584,8494,46,412,72,2.8
3585,6956,64,560,69,3.9
3586,9185,60,529,81,4.3
3587,9139,47,420,80,3.0
3588,8178,55,485,70,3.2
3589,10453,58,508,79,3.0
3590,10027,47,422,72,3.9
3591,5418,29,273,71,2.1
3592,10929,70,605,64,3.3
3593,4737,36,335,80,3.2
3594,12402,53,467,75,2.7
3595,13283,78,667,68,3.1
3596,10100,54,478,73,3.6
3597,9842,53,471,75,3.9
3598,10978,74,637,72,3.8
3599,9959,67,579,74,3.2
3600,11401,65,565,67,3.4
3601,10041,66,570,73,2.9
3602,7706,45,404,74,2.7
3603,7589,40,363,69,2.8
3604,11221,38,347,80,2.7
3605,9172,64,556,68,3.6
3606,12447,80,683,68,3.6
3607,11044,77,662,70,4.7
3608,8015,39,358,71,3.8
3609,8393,49,433,68,2.5
3610,11363,46,414,72,3.9
