User_ID,Calories_Consumed,Protein_Intake_g,Junk_Food_Frequency_week,Diet_Quality_Score
3322,2101,105,0,10
3323,2061,98,1,10
3324,1711,85,3,9
3325,2820,88,1,10
3326,1608,65,2,8
3327,1887,81,5,5
3328,2090,56,1,8
3329,2428,121,1,10
3330,2092,104,4,8
3331,1978,67,3,7
3332,2916,102,1,10
3333,1812,79,1,10
3334,3314,120,0,10
3335,1821,80,3,8
3336,2729,114,3,10
3337,2526,105,1,10
3338,2933,117,2,10
3339,2162,94,2,10
3340,2668,127,3,10
3341,1755,57,1,9
3342,2169,82,3,9
3343,2166,91,4,7
3344,1909,94,1,10
3345,1689,66,1,10
3346,2250,131,1,10
3347,2885,130,0,10
3348,2702,123,0,10
3349,1870,101,1,10
3350,2101,96,0,10
3351,1885,97,2,10
3352,2138,73,4,6
3353,1867,83,1,10
3354,2195,105,3,10
3355,1639,80,3,9
3356,2383,120,1,10
3357,2783,154,3,10
3358,2397,131,2,10
3359,2105,99,0,10
3360,3048,142,2,10
3361,2207,75,2,10
3362,2179,84,3,9
3363,2340,106,0,10
3364,1956,95,1,10
3365,2588,107,1,10
3366,2534,118,3,9
3367,1615,78,0,10
3368,1714,83,3,10
3369,2526,107,2,10
3370,1695,112,3,10
3371,1804,79,3,7
3372,2022,103,3,10
3373,1750,81,0,10
3374,2423,127,1,10
3375,2332,109,4,9
3376,2371,122,6,6
3377,1797,81,1,10
3378,2767,121,5,8
3379,2655,102,4,9
3380,2837,138,3,10
3381,1990,76,3,7
3382,2097,71,1,10
3383,1893,90,2,9
3384,1757,73,3,9
3385,2785,121,1,10
3386,2508,113,2,10
3387,2801,123,0,10
3388,1849,78,2,9
3389,2849,110,7,5
3390,2398,122,1,10
3391,2530,111,4,9
3392,2745,136,0,10
3393,1936,85,3,8
3394,2991,122,0,10
3395,1584,43,3,7
3396,2300,84,3,7
3397,2613,111,1,10
3398,1397,82,3,8
3399,2065,84,1,10
3400,1359,40,2,7
3401,3119,125,3,10
3402,2657,113,3,10
3403,2151,96,4,9
3404,1855,88,2,10
3405,1735,77,1,10
3406,2490,89,0,10
3407,2281,66,3,9
3408,2366,116,4,9
3409,2204,118,2,10
3410,1850,69,2,10
3411,2566,94,2,9
3412,2531,128,1,10
3413,2318,86,3,10
3414,1757,83,1,10
3415,1930,81,3,10
3416,2141,39,3,8
3417,2429,99,1,10
3418,2119,87,0,10
3419,2882,113,3,10
3420,1382,75,3,9
3421,2417,99,1,10
3422,2863,138,6,6
3423,2285,94,2,10
3424,1795,79,1,10
3425,1809,69,1,10
3426,2334,115,1,10
3427,1927,70,0,10
3428,2700,116,5,9
3429,2018,90,1,10
3430,2393,129,2,10
3431,2237,97,5,8
3432,2683,112,1,10
3433,1942,125,6,8
3434,2487,124,3,10
3435,2528,115,1,10
3436,2105,113,4,9
3437,2137,100,1,10
3438,1788,65,4,7
3439,1820,89,2,10
3440,1814,76,1,10
3441,2442,87,3,9
3442,1175,51,2,9
3443,1724,104,7,5
3444,1567,78,7,2
3445,1500,58,1,9
3446,2062,100,1,10
3447,2465,102,0,10
3448,2485,119,3,9
3449,2657,113,1,10
3450,1367,49,0,10
3451,2290,100,1,10
3452,2099,94,2,9
3453,2324,125,2,10
3454,2851,120,3,10
3455,1532,82,3,7
3456,1657,69,1,8
3457,2269,102,2,10
3458,1992,96,1,10
3459,2362,85,2,10
3460,2568,132,1,10
3461,2389,120,3,10
3462,2143,89,6,6
3463,1741,84,2,10
3464,3512,146,0,10
3465,2834,136,2,10
3466,1484,60,2,9
3467,1555,60,2,9
3468,1945,111,2,10
3469,2005,87,4,8
3470,2228,89,2,9
3471,2663,111,0,10
3472,2271,86,1,10
3473,2032,96,2,10
3474,1763,85,3,6
3475,1814,63,1,9
3476,2519,127,3,10
3477,1820,93,4,9
3478,1917,86,1,10
3479,2233,93,2,10
3480,2405,107,0,10
3481,2675,142,4,10
3482,2428,94,1,10
3483,1787,102,5,7
3484,1550,79,2,9
3485,1619,96,3,8
3486,1503,86,5,6
3487,2537,84,1,10
3488,1734,81,3,8
3489,2885,126,2,10
3490,1940,105,1,10
3491,2289,109,0,10
3492,1917,63,3,7
3493,2107,84,4,7
3494,2139,111,1,10
3495,2241,124,1,10
3496,1896,97,4,10
3497,1320,71,3,6
3498,2014,92,4,8
3499,1935,112,2,10
3500,2809,148,4,9
3501,2503,97,3,9
3502,2947,136,5,10
3503,1972,110,2,10
3504,2715,101,5,7
3505,1630,80,2,9
3506,2834,97,2,10
3507,1382,93,3,10
3508,2574,126,1,10
3509,702,11,0,9
3510,1516,68,2,8
3511,2174,98,3,10
3512,2111,97,0,10
3513,2448,102,3,9
3514,2746,102,5,7
3515,2167,128,0,10
3516,2208,92,2,10
3517,2743,131,3,10
3518,1727,60,1,10
3519,1489,59,2,10
3520,1553,59,2,8
3521,1901,115,0,10
3522,2156,92,2,10
3523,1805,89,2,10
3524,1922,77,1,10
3525,1795,83,3,10
3526,1787,107,1,10
3527,1372,91,1,10
3528,2500,125,1,10
3529,2113,98,1,10
3530,2448,100,1,10
3531,2459,107,4,8
3532,2011,84,4,7
3533,2376,98,1,10
3534,2606,109,3,9
3535,1846,76,2,9
3536,1890,69,3,10
3537,2846,112,4,8
3538,1991,74,2,8
3539,2395,80,4,7
3540,2417,102,3,10
3541,1870,66,0,10
3542,1862,92,4,9
3543,2930,116,7,6
3544,1576,61,1,9
3545,2613,117,1,10
3546,1712,86,2,10
3547,2068,110,3,10
3548,2218,85,3,10
3549,1716,84,5,9
3550,1895,91,4,7
3551,1833,98,0,10
3552,2411,107,3,9
3553,2311,86,3,8
3554,2227,123,0,10
3555,1892,105,2,10
3556,2188,88,5,6
3557,2494,103,2,10
3558,2457,116,3,10
3559,2492,117,1,10
3560,1854,99,1,10
3561,2495,99,4,9
3562,2365,111,1,10
3563,1958,105,1,10
3564,2408,103,5,6
3565,2022,111,3,9
3566,1785,80,1,9
3567,2602,134,3,10
3568,2794,119,4,10
3569,2265,108,4,9
3570,1663,116,2,10
3571,2256,99,1,10
3572,1354,68,5,5
3573,2591,117,4,9
3574,2164,132,0,10
3575,2066,80,2,10
3576,2792,133,5,9
3577,1480,67,2,8
3578,1529,48,3,7
3579,2098,102,2,10
3580,2674,127,2,10
3581,2819,121,2,10
3582,2635,123,2,10
3583,1899,100,1,10
3584,2937,122,2,10
3585,2574,140,3,10
3586,1618,84,3,8
3587,1613,72,2,9
3588,2787,145,1,10
3589,1643,101,6,7
3590,1852,74,1,10
3591,2617,124,1,10
3592,2316,92,4,8
3593,2705,132,3,10
3594,2173,126,5,9
3595,2687,121,2,10
3596,1252,63,0,10
3597,2071,73,1,10
3598,2396,88,3,9
3599,2656,123,5,7
3600,1735,53,0,10
3601,2349,92,1,10
3602,2229,76,1,10
3603,1875,68,2,10
3604,2610,105,2,10
3605,2326,100,2,10
3606,2219,113,2,10
3607,1693,110,3,10
3608,2696,115,3,10
3609,2294,90,2,10
3610,1527,77,1,10
3611,3039,98,3,9
3612,1503,97,2,10
3613,2131,105,3,10
3614,1652,101,1,10
3615,1859,88,3,8
3616,1450,37,1,9
3617,2806,132,3,10
3618,2533,94,1,10
3619,2578,143,4,9
3620,2079,93,2,10
3621,2492,109,3,10
3622,1863,118,1,10
3623,2911,137,1,10
3624,2603,126,2,10
3625,2835,143,2,10
3626,3138,107,2,10
3627,1808,92,1,10
3628,1777,89,2,10
3629,1755,100,2,10
3630,2368,104,0,10
3631,1918,81,1,10
3632,1830,62,1,10
3633,2288,99,1,10
3634,1697,78,1,10
3635,2740,119,4,8
3636,848,45,2,7
3637,1807,96,1,10
3638,1993,110,2,10
3639,2560,133,3,9
3640,2024,85,4,6
3641,3777,183,1,10
3642,2496,106,1,10
3643,2014,80,1,10
3644,2270,80,1,9
3645,2015,97,5,6
3646,2075,94,0,10
3647,2501,91,3,10
3648,2719,108,2,10
3649,1518,93,0,10
3650,1672,65,1,10
3651,2329,108,0,10
3652,2280,97,4,8
3653,2288,98,6,5
3654,2555,123,0,10
3655,2489,131,3,10
3656,2813,101,1,10
3657,2698,121,0,10
3658,2252,84,3,10
3659,2385,112,3,10
3660,2322,88,1,10
3661,2275,121,4,9
3662,2369,89,2,10
3663,2273,85,3,10
3664,2167,59,3,7
3665,2542,118,5,7
3666,1739,115,3,10
3667,1650,61,3,8
3668,3293,114,1,10
3669,2344,119,1,10
3670,2352,105,2,10
3671,2275,78,4,8
3672,2592,127,2,10
3673,2173,116,3,10
3674,2921,137,0,10
3675,1770,79,1,9
3676,1397,81,2,9
3677,2436,86,3,8
3678,2026,91,1,10
3679,1379,58,1,10
3680,1757,76,3,10
3681,2421,105,1,10
3682,2165,106,3,9
3683,2792,125,0,10
3684,1963,86,2,10
3685,1825,111,3,8
3686,2986,147,1,10
3687,1922,93,1,10
3688,1977,118,4,10
3689,2011,86,4,8
3690,1503,86,1,10
3691,2431,140,5,8
3692,2101,107,4,8
3693,2133,82,4,6
3694,2027,95,3,8
3695,1635,90,2,10
3696,2137,118,2,10
3697,2489,111,0,10
3698,2692,160,1,10
3699,2656,102,1,10
3700,2543,114,1,10
3701,1685,87,3,10
3702,2277,57,0,10
3703,2781,135,5,10
3704,1568,68,1,10
3705,2217,110,0,10
3706,1980,95,4,8
3707,2743,117,0,10
3708,1547,92,1,10
3709,1388,74,1,10
3710,2919,142,3,10
3711,1395,72,5,5
3712,1364,83,1,10
3713,1993,106,2,10
3714,2332,88,2,9
3715,2119,116,1,10
3716,1111,69,1,10
3717,2190,89,4,6
3718,2696,97,2,10
3719,1730,101,2,10
3720,2415,120,6,5
3721,2643,106,4,10
3722,2026,92,1,10
3723,1643,80,2,9
3724,1226,53,0,10
3725,2353,97,3,7
3726,2310,99,1,10
3727,2406,131,3,10
3728,2025,106,7,3
3729,1901,83,3,8
3730,1345,82,1,10
3731,2569,110,2,10
3732,1475,85,1,10
3733,1984,106,2,10
3734,2573,113,1,10
3735,1861,58,1,10
3736,1744,88,2,10
3737,2594,123,2,10
3738,2222,91,6,6
3739,1969,99,7,3
3740,2294,109,1,10
3741,2153,96,5,7
3742,1260,69,3,8
3743,1726,64,2,9
3744,2717,106,2,10
3745,1844,82,0,10
3746,1922,61,4,6
3747,2372,108,3,9
3748,2423,102,1,10
3749,2653,121,2,10
3750,2161,93,8,3
3751,2572,95,3,9
3752,2016,110,4,9
3753,2671,114,1,10
3754,2954,120,3,10
3755,1481,72,4,8
3756,3260,161,0,10
3757,3037,144,3,10
3758,2663,108,5,6
3759,2183,106,2,10
3760,1167,72,0,10
3761,2393,93,4,6
3762,1988,108,2,10
3763,3021,126,2,10
3764,3097,145,3,10
3765,2134,87,3,9
3766,2603,106,1,10
3767,877,45,0,10
3768,1584,66,6,4
3769,1831,89,5,5
3770,1836,64,1,10
3771,2067,113,4,10
3772,2282,98,4,8
3773,2095,88,3,9
3774,2903,131,3,10
3775,2336,103,1,10
3776,2352,94,2,10
3777,2339,123,3,10
3778,2056,113,1,10
3779,2378,92,3,10
3780,2593,101,1,10
3781,1701,109,4,8
3782,1404,51,1,10
3783,2709,126,2,10
3784,2309,106,3,9
3785,2363,101,2,10
3786,1638,63,3,9
3787,2013,100,1,10
3788,2177,105,3,10
3789,1603,53,0,10
3790,2258,86,2,10
3791,2450,112,4,8
3792,2255,93,2,9
3793,2457,131,3,10
3794,2920,133,1,10
3795,2858,124,2,10
3796,1749,89,2,10
3797,1581,95,3,7
3798,1826,71,5,4
3799,2213,109,1,10
3800,1867,62,0,10
3801,2911,130,2,10
3802,1934,66,3,8
3803,1965,97,3,10
3804,2647,83,4,9
3805,2192,98,1,10
3806,1887,99,5,9
3807,1937,101,2,10
3808,1467,55,5,3
3809,1986,87,5,7
3810,1559,77,2,10
3811,1621,99,1,10
3812,2460,117,2,10
3813,2532,100,1,10
3814,3343,149,1,10
3815,2821,117,1,10
3816,2673,90,2,10
3817,1988,70,1,10
3818,2268,97,3,10
3819,2851,143,2,10
3820,2135,95,4,8
3821,2631,105,2,10
3822,2490,126,2,10
3823,2808,99,0,10
3824,2646,149,1,10
3825,1746,78,2,7
3826,2638,108,6,4
3827,2003,79,4,8
3828,2245,90,4,7
3829,1967,84,2,10
3830,2900,137,2,10
3831,2205,85,2,10
3832,2491,112,3,10
3833,1879,67,1,10
3834,2102,77,4,8
3835,1538,73,4,6
3836,2154,96,4,8
3837,2340,111,3,10
3838,2142,133,2,10
3839,1777,94,2,10
3840,1721,61,3,7
3841,2981,126,1,10
3842,2142,111,1,10
3843,1735,98,4,7
3844,1939,90,3,9
3845,2011,111,1,10
3846,2265,96,2,10
3847,2750,107,1,10
3848,2457,92,1,10
3849,1851,62,5,5
3850,3118,136,2,10
3851,2717,130,5,8
3852,3328,129,2,10
3853,1944,81,4,6
3854,1195,58,5,5
3855,2616,96,0,10
3856,2589,111,3,10
3857,2666,146,4,10
3858,1578,58,0,10
3859,1531,65,1,9
3860,2375,85,5,6
3861,1834,75,0,10
3862,2872,105,1,10
3863,2925,129,3,9
3864,1612,58,2,9
3865,2568,121,2,10
3866,1840,77,2,10
3867,2374,99,3,8
3868,2329,129,4,8
3869,2611,116,3,10
3870,2333,103,2,10
3871,2366,101,5,8
3872,1793,83,2,10
3873,2608,106,5,7
3874,2407,85,0,10
3875,2093,107,5,7
3876,2129,95,4,7
3877,2441,96,2,10
3878,1579,55,1,10
3879,2143,90,2,9
3880,2379,117,0,10
3881,2730,116,2,10
3882,1295,44,0,9
3883,1677,86,0,10
3884,2199,120,3,10
3885,2533,97,1,10
3886,2136,108,1,10
3887,2526,96,0,10
3888,1968,110,0,10
3889,2713,103,2,10
3890,1939,90,3,8
3891,2707,113,4,10
3892,2775,112,4,10
3893,2396,113,3,10
3894,2262,108,4,10
3895,3282,139,2,10
3896,2690,120,2,10
3897,2551,107,1,10
3898,1764,112,4,10
3899,2716,113,0,10
3900,2140,113,2,10
3901,3148,141,4,9
3902,2054,113,1,10
3903,2311,96,2,10
3904,2109,104,1,10
3905,2231,91,2,9
3906,2192,74,0,10
3907,1396,74,6,5
3908,1911,69,0,10
3909,1876,75,1,10
3910,2380,90,2,9
3911,2385,92,4,8
3912,1799,73,1,10
3913,2550,94,1,9
3914,2249,97,3,9
3915,2442,111,1,10
3916,2395,87,3,8
3917,1659,90,3,8
3918,2184,86,2,10
3919,2534,76,3,9
3920,2314,87,3,9
3921,2321,126,2,10
3922,2247,98,3,10
3923,1864,125,1,10
3924,2464,106,1,10
3925,1708,79,4,7
3926,2017,80,1,10
3927,1601,82,3,9
3928,2391,70,2,10
3929,2284,89,7,4
3930,2559,102,2,10
3931,2184,122,3,10
3932,2008,95,1,10
3933,2290,111,3,10
3934,2857,105,1,10
3935,2987,124,0,10
3936,2342,117,0,10
3937,3113,140,3,10
3938,2565,117,1,10
3939,2275,101,4,9
3940,1954,76,0,10
3941,2513,112,1,10
3942,1902,83,3,9
3943,1554,70,2,9
3944,2059,88,2,10
3945,2165,71,3,9
3946,2135,94,2,10
3947,2373,104,2,9
3948,2590,107,1,10
3949,1311,50,1,9
3950,1950,105,1,10
3951,1798,57,2,8
3952,1432,78,2,9
3953,2215,106,2,10
3954,2152,96,5,7
3955,2502,113,2,10
3956,1296,48,1,9
3957,1104,55,5,4
3958,2257,102,1,10
3959,2527,119,1,10
3960,2318,121,1,10
3961,1760,81,4,7
3962,1806,88,2,10
3963,1964,110,3,9
3964,1968,80,4,7
3965,2606,120,2,10
3966,1741,77,3,8
3967,2591,89,0,10
3968,2108,83,4,8
3969,1946,94,5,7
3970,2516,114,1,10
3971,1584,68,1,10
3972,2249,90,1,10
3973,1994,88,1,10
3974,2207,89,2,10
3975,2201,102,2,10
3976,2059,84,3,6
3977,2119,80,3,8
3978,1168,76,2,9
3979,2797,104,0,10
3980,2259,118,3,9
3981,2518,100,5,6
3982,2408,92,4,8
3983,2431,103,2,10
3984,2151,66,1,10
3985,3078,117,2,10
3986,2330,93,4,6
3987,1532,67,2,9
3988,2197,87,0,10
3989,2328,119,4,10
3990,2151,133,5,9
3991,2486,114,1,10
3992,2217,93,1,10
3993,2695,96,6,6
3994,2439,129,1,10
3995,1582,74,2,8
3996,1758,99,0,10
3997,2443,74,2,10
3998,1924,80,3,9
3999,2617,121,3,10
4000,2106,104,2,10
4001,2177,83,0,10
4002,2131,85,1,10
4003,2087,79,2,9
4004,1615,57,1,10
4005,1669,77,3,7
4006,2460,78,2,10
4007,1649,54,2,9
4008,2484,119,2,10
4009,2280,129,1,10
4010,2020,81,4,6
4011,1883,118,4,9
4012,2599,91,0,10
4013,2402,123,4,9
4014,1986,85,1,10
4015,2217,128,4,9
4016,2090,72,3,9
4017,2118,95,2,10
4018,3397,130,3,10
4019,2478,92,2,7
4020,2828,111,6,7
4021,2099,91,2,10
4022,1060,64,3,9
4023,2088,99,1,10
4024,2250,106,0,10
4025,2056,103,3,10
4026,2313,119,0,10
4027,2198,91,2,9
4028,2175,64,3,7
4029,2631,134,1,10
4030,2430,119,1,10
4031,1951,88,1,10
4032,3356,125,3,10
4033,2672,118,1,10
4034,2721,102,3,10
4035,2120,77,5,5
4036,2657,120,2,10
4037,2363,92,0,10
4038,1973,89,1,10
4039,2106,95,3,8
4040,1948,94,2,10
4041,2899,128,0,10
4042,2229,110,3,8
4043,2046,90,0,10
4044,2102,105,3,10
4045,2506,111,1,10
4046,1626,86,2,9
4047,1897,77,2,10
4048,2649,123,2,10
4049,2312,109,1,10
4050,2109,111,2,10
4051,2899,130,3,9
4052,2636,115,3,10
4053,2594,125,3,10
4054,1728,70,1,10
4055,1995,86,2,10
4056,1898,100,3,7
4057,2281,101,0,10
4058,2747,115,3,10
4059,2741,138,2,10
4060,2209,76,6,4
4061,2166,97,3,8
4062,2583,133,1,10
4063,2063,110,3,8
4064,2111,88,6,4
4065,2064,100,2,10
4066,2788,133,1,10
4067,2083,86,2,10
4068,2021,102,2,10
4069,2411,119,5,9
4070,3225,142,2,10
4071,2196,88,1,10
4072,2454,84,1,10
4073,2132,92,6,6
4074,1782,71,0,10
4075,2022,108,1,10
4076,1918,82,2,10
4077,2732,119,1,10
4078,2494,105,2,10
4079,2539,125,2,10
4080,2163,74,2,10
4081,1628,73,5,6
4082,2239,89,5,5
4083,1488,61,0,10
4084,1276,70,0,10
4085,2160,72,2,9
4086,1383,92,5,8
4087,2785,88,1,10
4088,2773,111,2,10
4089,2217,88,3,9
4090,1844,78,1,10
4091,2591,108,3,8
4092,3470,131,6,6
4093,2017,108,1,10
4094,2756,127,1,10
4095,1785,86,6,4
4096,2610,96,1,10
4097,2439,118,2,10
4098,1875,64,3,9
4099,2513,103,2,10
4100,2082,79,3,8
4101,2556,104,2,10
4102,2292,103,2,9
4103,2498,83,2,9
4104,2085,85,4,10
4105,1761,68,2,8
4106,2660,111,1,10
4107,1923,75,2,10
4108,3113,140,1,10
4109,1715,71,1,9
4110,2660,96,6,5
4111,2849,127,3,10
4112,2062,113,4,8
4113,2237,83,6,4
4114,2840,147,2,10
4115,2018,109,4,8
4116,1740,66,2,9
4117,2666,139,3,10
4118,2482,89,4,5
4119,1383,70,4,7
4120,2404,107,2,10
4121,2760,96,1,10
4122,3032,133,2,10
4123,2309,112,2,10
4124,2341,80,1,10
4125,3069,141,2,10
4126,2096,90,1,10
4127,2299,96,2,10
4128,1657,75,1,10
4129,2138,112,3,10
4130,2024,80,3,8
4131,2003,109,3,10
4132,1981,97,2,10
4133,1857,100,0,10
4134,2829,146,2,10
4135,2128,106,1,10
4136,1932,66,3,9
4137,2122,93,3,9
4138,3306,124,4,9
4139,2740,120,2,10
4140,1054,23,4,5
4141,2183,73,5,5
4142,1346,80,0,10
4143,2389,98,1,10
4144,2657,105,4,8
4145,2153,102,1,10
4146,3010,116,5,9
4147,2642,98,3,9
4148,1100,57,1,10
4149,2538,152,5,10
4150,1885,76,3,8
4151,2535,99,2,10
4152,2496,101,1,10
4153,1616,68,3,8
4154,1588,86,1,10
4155,2304,71,4,6
4156,1761,66,3,8
4157,1685,60,2,10
4158,2191,87,0,10
4159,2039,111,2,10
4160,2072,104,3,9
4161,1687,82,2,9
4162,2413,86,3,8
4163,2120,103,0,10
4164,3184,161,2,10
4165,2071,94,0,10
4166,1886,95,1,10
4167,1843,96,3,8
4168,2283,112,3,10
4169,2983,101,1,10
4170,2254,106,3,10
4171,2217,93,4,7
4172,2331,89,3,8
4173,1489,73,0,10
4174,2475,122,4,9
4175,1794,111,5,7
4176,1856,91,1,10
4177,2728,112,2,10
4178,2178,52,2,10
4179,2973,125,3,10
4180,1097,45,1,9
4181,2110,81,4,6
4182,2414,132,1,10
4183,2147,95,1,10
4184,2871,102,1,10
4185,1749,76,4,5
4186,2426,91,1,10
4187,2772,101,2,10
4188,1872,90,2,10
4189,1298,57,1,10
4190,2122,108,0,10
4191,2212,88,0,10
4192,3055,142,1,10
4193,2842,133,4,10
4194,2471,122,2,10
4195,2070,79,2,7
4196,1516,69,1,10
4197,2282,87,3,10
4198,2351,87,1,10
4199,2536,157,3,10
4200,2781,137,1,10
4201,2273,109,1,10
4202,3109,138,3,10
4203,2424,111,5,7
4204,2307,112,0,10
4205,1484,52,2,8
4206,2221,105,3,9
4207,2555,123,1,10
4208,2735,95,2,10
4209,2895,112,2,9
4210,2079,99,1,10
4211,2137,72,3,10
4212,2674,142,4,10
4213,1955,92,2,9
4214,2210,69,3,7
4215,2504,110,2,10
4216,1765,101,1,10
4217,1421,57,0,10
4218,1722,71,3,8
4219,2280,99,2,10
4220,2050,104,3,9
4221,2041,93,4,7
4222,1715,51,0,10
4223,2457,97,2,10
4224,1610,60,3,7
4225,1544,83,3,8
4226,2246,110,2,10
4227,2191,92,0,10
4228,1716,76,3,9
4229,1686,100,4,10
4230,2216,83,2,10
4231,2308,106,3,10
4232,2188,104,1,10
4233,2856,124,3,10
4234,1756,61,1,10
4235,1628,92,3,8
4236,1883,70,4,8
4237,2910,136,2,10
4238,2887,99,2,9
4239,1884,79,1,8
4240,1481,50,0,10
4241,2517,103,5,6
4242,2052,108,4,8
4243,2678,109,5,7
4244,2341,88,2,8
4245,2044,79,2,10
4246,2191,113,2,10
4247,2468,127,2,10
4248,1896,93,0,10
4249,2338,109,1,10
4250,2077,88,2,10
4251,1781,106,1,10
4252,1926,78,7,2
4253,2362,127,2,10
4254,1798,86,2,10
4255,2293,76,1,10
4256,2667,104,1,10
4257,1078,39,4,6
4258,1570,80,3,10
4259,2543,110,3,10
4260,2140,102,2,10
4261,2324,93,4,8
4262,2252,81,4,8
4263,2380,97,1,10
4264,2534,112,2,10
4265,2575,106,3,10
4266,2097,94,2,10
4267,2542,108,4,8
4268,2316,124,4,9
4269,1870,78,1,10
4270,2130,133,2,10
4271,2647,88,3,10
4272,1861,87,5,8
4273,2910,123,0,10
4274,2264,58,4,7
4275,2678,122,2,10
4276,2335,128,2,10
4277,1940,91,3,9
4278,1779,86,0,10
4279,1975,93,3,9
4280,2756,109,0,10
4281,2789,126,2,10
4282,1578,84,1,10
4283,1548,85,1,10
4284,2345,106,0,10
4285,2135,105,2,10
4286,1455,70,0,10
4287,3230,128,3,10
4288,2386,114,3,8
4289,2590,134,5,7
4290,2541,123,4,10
4291,2085,90,1,10
4292,2429,111,3,10
4293,2612,126,4,9
4294,2257,106,3,10
4295,2898,131,1,10
4296,2593,115,3,10
4297,1514,66,2,10
4298,2547,111,3,10
4299,1735,81,1,10
4300,1603,100,1,10
4301,2421,113,0,10
4302,2118,97,4,8
4303,2256,88,2,10
4304,1151,46,3,8
4305,2486,134,2,10
4306,2878,99,1,10
4307,2502,114,1,10
4308,2048,108,1,10
4309,1935,93,1,9
4310,2368,123,2,10
4311,2370,114,1,10
4312,2388,114,3,10
4313,2363,86,4,8
4314,2835,133,1,10
4315,1766,99,2,9
4316,724,40,2,9
4317,1508,78,0,10
4318,2759,104,1,10
4319,2767,122,4,8
4320,2715,126,3,10
4321,3326,128,3,9
4322,2474,105,3,10
4323,2726,130,0,10
4324,2211,110,2,10
4325,2414,89,3,9
4326,3152,138,1,10
4327,1544,64,4,5
4328,2436,102,0,10
4329,2175,94,3,8
4330,2322,114,4,10
4331,2387,123,0,10
4332,1381,61,3,7
4333,2226,74,3,7
4334,1734,76,4,7
4335,2071,77,3,9
4336,2388,131,3,9
4337,2297,106,2,10
4338,2333,108,1,10
4339,2197,86,4,7
4340,985,30,1,9
4341,2363,120,1,10
4342,1963,95,6,4
4343,2197,97,0,10
4344,1743,102,4,8
4345,2170,88,3,9
4346,2076,121,0,10
4347,1862,84,3,10
4348,2093,90,2,10
4349,1824,82,2,9
4350,1619,62,2,8
4351,2513,125,4,10
4352,2637,123,6,8
4353,2906,140,2,10
4354,1663,60,4,5
4355,2364,109,1,10
4356,2443,97,2,10
4357,2493,109,1,10
4358,2204,79,1,10
4359,3051,119,4,10
4360,1988,105,1,10
4361,1481,78,2,10
4362,2844,114,1,10
4363,2579,103,0,10
4364,2755,103,3,10
4365,1572,63,3,8
4366,1518,57,3,6
4367,2236,120,1,10
4368,1736,78,3,8
4369,2229,90,1,10
4370,1592,81,1,10
4371,1396,64,6,4
4372,1909,86,3,6
4373,1922,89,1,10
4374,2078,84,3,7
4375,2107,105,1,10
4376,2584,114,1,10
4377,2459,99,4,9
4378,2114,104,5,10
4379,2429,113,1,10
4380,2498,111,4,9
4381,2073,66,1,10
4382,2156,106,3,10
4383,2288,91,1,10
4384,2142,97,3,9
4385,2074,94,2,10
4386,2238,98,1,10
4387,2348,99,1,10
4388,1747,86,1,10
4389,2524,108,2,10
4390,2103,84,2,10
4391,1929,95,3,9
4392,1952,92,1,10
4393,2667,115,3,10
4394,2049,63,3,9
4395,1727,71,3,8
4396,1851,76,2,10
4397,2332,100,4,8
4398,2183,75,2,9
4399,2621,107,1,10
4400,1447,65,3,7
4401,2647,120,4,10
4402,2165,85,1,10
4403,2059,111,2,10
4404,2176,106,0,10
4405,2902,142,0,10
4406,2869,136,4,10
4407,2746,119,1,10
4408,2375,102,1,10
4409,3105,147,1,10
4410,1806,75,4,7
4411,1712,77,2,10
4412,3017,121,2,10
4413,1707,93,3,9
4414,2513,84,3,9
4415,2971,145,1,10
4416,2327,120,5,9
4417,2768,123,4,9
4418,1693,101,2,10
4419,2896,100,1,10
4420,2518,121,1,10
4421,2038,77,1,10
4422,1335,77,1,10
4423,2629,88,0,10
4424,1885,105,1,10
4425,2303,93,3,9
4426,2128,79,3,10
4427,2394,86,2,10
4428,2487,110,7,4
4429,2218,118,3,10
4430,2411,112,4,8
4431,2718,81,2,10
4432,1720,88,1,10
4433,2206,76,3,9
4434,2336,112,1,10
4435,1883,93,3,7
4436,2016,104,1,10
4437,1946,87,3,8
4438,2647,103,0,10
4439,2347,113,3,9
4440,1759,113,0,10
4441,2157,76,0,10
4442,2394,85,2,9
4443,2939,121,3,10
4444,2855,123,0,10
4445,2621,94,0,10
4446,3059,143,5,9
4447,2102,105,0,10
4448,2062,84,5,6
4449,2738,132,0,10
4450,1929,118,6,5
4451,2114,85,1,10
4452,3042,98,1,10
4453,1916,80,4,7
4454,2458,126,1,10
4455,1909,73,3,7
4456,2254,78,2,9
4457,1906,105,2,10
4458,2030,73,1,10
4459,1739,72,2,10
4460,2362,137,4,10
4461,2018,89,2,10
4462,1390,72,0,10
4463,3086,132,1,10
4464,2300,92,4,7
4465,1982,82,1,10
4466,2516,102,1,10
4467,2513,111,2,10
4468,2211,114,3,9
4469,2949,124,2,10
4470,2748,131,1,10
4471,1800,96,1,10
4472,2720,129,0,10
4473,1531,61,0,10
4474,2098,107,2,10
4475,2448,82,3,8
4476,2276,96,2,9
4477,2560,104,3,10
4478,1964,111,1,10
4479,2198,122,0,10
4480,1575,81,1,10
4481,1998,79,2,9
4482,1460,66,1,10
4483,1864,82,1,10
4484,2703,133,2,10
